Latitude,Longitude,Tenure Months,Monthly Charges,Total Charges,Churn Score,CLTV,Gender_Female,Gender_Male,Senior Citizen_No,Senior Citizen_Yes,Partner_No,Partner_Yes,Dependents_No,Dependents_Yes,Phone Service_No,Phone Service_Yes,Multiple Lines_No,Multiple Lines_No phone service,Multiple Lines_Yes,Internet Service_DSL,Internet Service_Fiber optic,Internet Service_No,Online Security_No,Online Security_No internet service,Online Security_Yes,Online Backup_No,Online Backup_No internet service,Online Backup_Yes,Device Protection_No,Device Protection_No internet service,Device Protection_Yes,Tech Support_No,Tech Support_No internet service,Tech Support_Yes,Streaming TV_No,Streaming TV_No internet service,Streaming TV_Yes,Streaming Movies_No,Streaming Movies_No internet service,Streaming Movies_Yes,Contract_Month-to-month,Contract_One year,Contract_Two year,Paperless Billing_No,Paperless Billing_Yes,Payment Method_Bank transfer (automatic),Payment Method_Credit card (automatic),Payment Method_Electronic check,Payment Method_Mailed check,Churn Value
38.838088,-122.73203,0.08333333333333333,0.3039800995024875,0.040998506067720035,0.3125,0.560582306830907,1,0,1,0,0,1,0,1,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0
39.756049,-123.358701,0.5972222222222222,0.37014925373134333,0.3569909407357801,0.3500000000000001,0.29451287793952974,1,0,1,0,1,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0
38.445603,-123.063756,0.4861111111111111,0.07114427860696515,0.13702965050815774,0.22500000000000003,0.6797312430011198,1,0,1,0,0,1,0,1,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,0,0
39.108252,-123.645121,0.4444444444444444,0.7487562189054726,0.43449143748666136,0.7125,0.844120940649496,0,1,0,1,0,1,1,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0
38.499302,-122.92444,0.7222222222222222,0.45422885572139304,0.4880890177579241,0.2,0.7491601343784995,0,1,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0
39.455555,-123.683979,0.4444444444444444,0.46368159203980097,0.29321548685266,0.11250000000000004,0.6405375139977605,0,1,1,0,1,0,1,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,1,0,0,0,0
38.493888,-122.777141,1.0,0.45323383084577107,0.6866936997269711,0.15000000000000002,0.9119820828667413,1,0,1,0,0,1,0,1,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,1,0,0,0,0
38.731771,-123.064272,0.7083333333333333,0.2606965174129353,0.3183253239919637,0.525,0.9075027995520717,0,1,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0
38.368744,-122.522642,0.9444444444444444,0.01691542288557213,0.1890523465039777,0.625,0.9982082866741322,0,1,1,0,0,1,0,1,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,1,0,0,0,0
39.045246,-122.743181,0.1111111111111111,0.24975124378109453,0.05189758836646233,0.6000000000000001,0.11758118701007836,0,1,0,1,0,1,1,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0
38.434362,-122.86891,0.6805555555555555,0.3124378109452736,0.35193512065526966,0.11250000000000004,0.503471444568869,0,1,1,0,0,1,1,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0
38.848082,-123.50608,1.0,0.6651741293532337,0.9032182097834166,0.23750000000000004,0.47301231802911536,1,0,1,0,0,1,1,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0
38.93706,-123.118111,0.75,0.7119402985074627,0.684147391505928,0.5875,0.6595744680851063,0,1,1,0,1,0,1,0,0,1,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0
38.93496,-122.792243,0.6944444444444444,0.843781094527363,0.7557531111323713,0.65,0.866741321388578,1,0,1,0,0,1,0,1,0,1,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0
38.419525,-122.521585,0.9583333333333333,0.9726368159203981,0.20337349042926636,0.21250000000000002,0.4884658454647257,1,0,1,0,0,1,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0
39.080469,-122.955176,0.013888888888888888,0.5139303482587065,0.007521176306086856,0.07500000000000001,0.29630459126539754,0,1,1,0,1,0,1,0,0,1,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0
39.806141,-123.531098,0.9444444444444444,0.7646766169154228,0.9809321254314374,0.22500000000000003,0.8315789473684212,0,1,1,0,0,1,0,1,0,1,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0
39.245911,-123.77214,0.5555555555555556,0.21890547263681592,0.22743831089981822,0.125,0.5045912653975364,0,1,1,0,1,0,0,1,1,0,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0
38.925545,-122.549083,0.4305555555555555,0.07462686567164178,0.10844623683610166,0.15000000000000002,0.7697648376259798,0,1,1,0,0,1,0,1,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1,0
39.141934,-122.770679,0.4583333333333333,0.8666666666666666,0.5072378443219535,0.4750000000000001,0.6053751399776035,1,0,0,1,1,0,0,1,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,0,1,1,0,0,0,0
38.966713,-123.586412,0.7638888888888888,0.9487562189054725,0.9234267715608281,0.45000000000000007,0.8329227323628219,0,1,0,1,0,1,1,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0
39.305545,-123.743697,0.9444444444444444,0.057213930348258696,0.24219365189170095,0.4625,0.7625979843225084,0,1,1,0,0,1,0,1,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,1,0,0,0,0
38.787446,-122.58675,0.16666666666666666,0.011442786069651711,0.026390350522140373,0.11250000000000004,0.3758118701007839,1,0,1,0,0,1,0,1,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0,0,0
38.471049,-123.015549,0.986111111111111,0.6751243781094527,0.8871014034132305,0.4,0.9520716685330348,0,1,1,0,0,1,1,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,1,0,0,0,0
39.182916,-123.552571,0.5555555555555556,0.8398009950248756,0.6018928048394575,0.4,0.3628219484882419,0,1,1,0,1,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0
39.12334,-122.838198,0.8888888888888888,0.7422885572139303,0.8775122715865856,0.4750000000000001,0.7101903695408736,1,0,1,0,0,1,0,1,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0
38.415003,-122.998726,0.736111111111111,0.7910447761194029,0.7395185564051427,0.26250000000000007,0.5493840985442329,0,1,1,0,0,1,1,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0
39.408634,-123.045516,1.0,0.7930348258706468,0.20337349042926636,0.025000000000000022,0.49742441209406496,0,1,1,0,0,1,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0,1,0,1,0,0,0
39.298065,-123.25211,0.6388888888888888,0.01691542288557213,0.13073747267870153,0.4375,0.4414333706606943,0,1,1,0,1,0,1,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0,0
38.522328,-122.97932,0.5555555555555556,0.06318407960199005,0.1405841790363769,0.5625,0.12676371780515117,0,1,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0
38.398815,-122.861923,0.16666666666666666,0.32537313432835824,0.08639049770758668,0.6625000000000001,0.15251959686450167,0,1,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,1,1,0,0,0,0
38.25485,-122.461799,0.125,0.5706467661691541,0.09460344561129796,0.125,0.6618141097424413,0,1,1,0,1,0,1,0,0,1,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0
39.134075,-123.23422,0.7083333333333333,0.6218905472636815,0.6031806774946094,0.2,0.8951847704367302,1,0,1,0,0,1,0,1,0,1,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0
39.220368,-122.907693,0.6805555555555555,0.7179104477611941,0.6587799798355939,0.65,0.844120940649496,0,1,1,0,0,1,0,1,0,1,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,0
39.492046,-123.375818,0.7777777777777777,0.417910447761194,0.48040593746090393,0.25,0.6270996640537514,1,0,1,0,1,0,1,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0
38.527297,-122.810044,0.05555555555555555,0.019402985074626844,0.0054311429685832665,0.3125,0.49988801791713333,0,1,1,0,1,0,1,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0
39.222323,-122.985488,0.2777777777777778,0.4567164179104478,0.1848134056504493,0.5125000000000001,0.8810750279955208,0,1,1,0,0,1,1,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0
38.888351,-123.239647,0.3611111111111111,0.019900497512437804,0.0699351648109035,0.2875,0.6994400895856663,1,0,1,0,0,1,0,1,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0
40.166028,-123.584144,0.7083333333333333,0.8034825870646766,0.7387752699013121,0.7250000000000001,0.8403135498320269,0,1,1,0,1,0,1,0,0,1,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0
40.309088,-123.668201,0.05555555555555555,0.617412935323383,0.04495043530095745,0.625,0.24568868980963043,1,0,1,0,1,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0
40.965011,-124.015255,0.013888888888888888,0.012935323383084563,0.00011038908472730223,0.22500000000000003,0.7843225083986562,1,0,1,0,1,0,1,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0
40.839958,-124.003757,0.375,0.8208955223880597,0.4084028171294423,0.1375,0.251959686450168,0,1,1,0,0,1,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0
40.94338,-123.831799,0.16666666666666666,0.3532338308457711,0.09270475335398837,0.10000000000000003,0.7502799552071668,0,1,1,0,1,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0
40.854512,-123.450097,0.4722222222222222,0.07313432835820893,0.13222404568636253,0.2875,0.8553191489361702,1,0,1,0,0,1,0,1,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0
40.497283,-123.93037,0.3333333333333333,0.39900497512437816,0.1954769912351067,0.3125,0.7599104143337065,0,1,1,0,0,1,1,0,0,1,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0
40.4785,-124.301372,0.19444444444444442,0.2796019900497512,0.0962445633375772,0.30000000000000004,0.004703247480403128,1,0,0,1,1,0,1,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0
40.726949,-124.217378,0.8194444444444444,0.9502487562189054,0.9629534231655175,0.03750000000000003,0.9442329227323629,0,1,1,0,0,1,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0
40.584991,-124.121504,0.041666666666666664,0.7179104477611941,0.03674484666956132,0.5125000000000001,0.8040313549832028,0,1,1,0,1,0,1,0,0,1,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0
40.057784,-123.679461,0.9027777777777777,0.9059701492537312,0.20337349042926636,0.38750000000000007,0.9075027995520717,1,0,1,0,0,1,0,1,0,1,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0
40.342928,-124.063329,0.8194444444444444,0.7169154228855721,0.7617214809799608,0.4125000000000001,0.5782754759238522,1,0,1,0,0,1,0,1,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0
41.163637,-123.704841,1.0,0.46766169154228854,0.6564544497840055,0.5875,0.9802911534154535,0,1,1,0,0,1,0,1,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0
40.664483,-123.865325,0.041666666666666664,0.4218905472636816,0.02621372798657669,0.025000000000000022,0.01702127659574465,0,1,1,0,1,0,1,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0
40.7666,-123.80458,0.2638888888888889,0.05820895522388059,0.06187676162581045,0.1875,0.07681970884658451,0,1,1,0,1,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0
40.665952,-124.240051,0.013888888888888888,0.01243781094527363,0.00010302981241214855,0.012500000000000011,0.38477043673012323,0,1,1,0,1,0,1,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0
40.390301,-123.412327,0.3333333333333333,0.6736318407960199,0.30737472678701533,0.4,0.7583426651735723,0,1,1,0,1,0,1,0,0,1,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0
40.210895,-123.86,0.7916666666666666,0.35074626865671643,0.4440584914963609,0.4750000000000001,0.7807390817469206,0,1,0,1,1,0,1,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0
40.267158,-123.805913,1.0,0.07164179104477608,0.2719471898618665,0.275,0.4665173572228444,1,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,1,0,0,0
41.336354,-124.044354,0.9305555555555555,0.02238805970149252,0.20784792799687968,0.3125,0.5332586786114222,0,1,1,0,1,0,1,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,1,0,0,0,0
41.269521,-123.546958,0.7222222222222222,0.025870646766169153,0.15495683786787162,0.45000000000000007,0.6385218365061591,0,1,1,0,0,1,0,1,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0
40.274302,-124.210902,0.986111111111111,0.7129353233830846,0.9476314182053679,0.4625,0.5395296752519597,0,1,1,0,0,1,0,1,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0
40.184094,-123.745487,0.3611111111111111,0.0771144278606965,0.09791511815311703,0.0,0.04680851063829783,1,0,1,0,0,1,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0
40.142256,-123.852927,0.4861111111111111,0.944776119402985,0.5733241097120317,0.7000000000000001,0.825979843225084,1,0,1,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0
40.485849,-124.163234,0.7638888888888888,0.5054726368159204,0.5628077095736774,0.5875,0.5113101903695408,1,0,1,0,0,1,0,1,0,1,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0
40.89866,-123.539754,0.4583333333333333,0.01840796019900498,0.09589867753876498,0.0625,0.3729003359462486,1,0,1,0,0,1,0,1,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1,0
40.809636,-124.189977,1.0,0.9094527363184081,0.20337349042926636,0.0625,0.9285554311310191,0,1,1,0,0,1,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0
40.440636,-124.098739,0.013888888888888888,0.009452736318407956,5.887417852122731e-05,0.7000000000000001,0.30190369540873463,0,1,1,0,1,0,0,1,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0
41.444606,-123.471895,0.5138888888888888,0.7139303482587065,0.4935054421818771,0.525,0.4508398656215006,1,0,0,1,0,1,1,0,0,1,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0
40.363446,-123.835041,0.16666666666666666,0.15671641791044777,0.062355114326295424,0.23750000000000004,0.2642777155655095,0,1,1,0,1,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0
41.162295,-124.027381,0.013888888888888888,0.021393034825870627,0.00023549671408491096,0.42500000000000004,0.5610302351623739,0,1,1,0,0,1,0,1,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0
40.310119,-123.909449,0.861111111111111,0.20248756218905473,0.34246373718566714,0.3125,0.5650615901455767,0,1,1,0,0,1,1,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0
40.949012,-123.655847,0.013888888888888888,0.06965174129353235,0.0009493461286547984,0.10000000000000003,0.6262038073908176,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0
39.873371,-123.741474,0.25,0.42139303482587065,0.16743080444205677,0.675,0.542889137737962,1,0,1,0,1,0,1,0,0,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0
40.053159,-123.995867,0.027777777777777776,0.5621890547263682,0.018545366234186768,0.17500000000000004,0.5621500559910415,0,1,1,0,1,0,1,0,0,1,1,0,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0
40.170357,-123.417298,0.2638888888888889,0.023383084577114438,0.05830751455296101,0.15000000000000002,0.05397536394176927,0,1,1,0,0,1,0,1,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0
38.99003,-121.114408,0.125,0.021393034825870627,0.02399122774740034,0.012500000000000011,0.7491601343784995,0,1,1,0,1,0,1,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0
38.912881,-121.082766,0.375,0.6313432835820896,0.3228880728273589,0.23750000000000004,0.09182530795072785,0,1,1,0,1,0,1,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0
38.681651,-122.130569,0.3333333333333333,0.020398009950248763,0.06493085963659914,0.6375000000000001,0.38185890257558797,1,0,0,1,1,0,1,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0
38.384648,-121.578701,0.15277777777777776,0.01741293532338306,0.028428868953437884,0.4125000000000001,0.3798432250839866,1,0,1,0,1,0,1,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0
38.880622,-120.973865,0.013888888888888888,0.06716417910447761,0.0009125497670790308,0.4125000000000001,0.07525195968645015,0,1,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0
38.311609,-121.554034,0.5277777777777778,0.618905472636816,0.46272896535990526,0.26250000000000007,0.19955207166853306,0,1,0,1,1,0,0,1,0,1,0,0,1,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0
38.508735,-121.678813,0.125,0.014925373134328346,0.028237527873243896,0.050000000000000044,0.08779395296752524,1,0,1,0,0,1,0,1,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1,0
38.544002,-121.685559,0.75,0.4716417910447761,0.5221992449386604,0.36250000000000004,0.8264277715565509,0,1,1,0,0,1,0,1,0,1,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0
38.683605,-120.811852,0.40277777777777773,0.5248756218905473,0.30339336046451726,0.15000000000000002,0.4907054871220605,1,0,1,0,1,0,1,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0,0
38.392821,-121.799917,0.611111111111111,0.7059701492537314,0.5918915537631639,0.2,0.1993281075027995,0,1,0,1,0,1,1,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0
38.69549,-121.307864,0.8194444444444444,0.681592039800995,0.760536638137221,0.012500000000000011,0.6685330347144458,0,1,1,0,0,1,0,1,0,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0
38.434138,-121.30587,0.25,0.43034825870646765,0.15728972719177528,0.5875,0.32340425531914896,1,0,1,0,0,1,0,1,0,1,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0
38.349195,-121.902943,0.9305555555555555,0.0681592039800995,0.24334905764518008,0.07500000000000001,0.9749160134378501,0,1,0,1,1,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,1,0,0,0
38.834469,-122.127193,0.4583333333333333,0.15721393034825865,0.16119014151880665,0.6625000000000001,0.22597984322508402,0,1,1,0,1,0,0,1,1,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0
38.652065,-121.25441,0.06944444444444445,0.01691542288557213,0.012989115636245888,0.0,0.503023516237402,0,1,1,0,1,0,1,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0
38.513484,-120.704613,0.027777777777777776,0.01691542288557213,0.0028480383859643956,0.25,0.4577827547592386,1,0,1,0,1,0,1,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0
38.672638,-121.147403,1.0,0.7109452736318408,0.9302856133585512,0.375,0.4833146696528555,0,1,1,0,0,1,0,1,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0
39.031876,-120.811141,0.125,0.021393034825870627,0.024329754273897396,0.5875,0.48376259798432253,0,1,1,0,1,0,0,1,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0
38.274451,-121.259201,0.9305555555555555,0.0800995024875622,0.24581441387075648,0.4,0.9027995520716685,0,1,1,0,0,1,0,1,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1,0
38.9386,-120.785514,0.1111111111111111,0.024378109452736302,0.01748563102080466,0.36250000000000004,0.29003359462486,1,0,1,0,1,0,1,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0
38.375325,-121.507935,0.2361111111111111,0.011940298507462671,0.05155170256765012,0.11250000000000004,0.7417693169092945,0,1,1,0,1,0,1,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,1,0,0,0
